action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,441050,[],CHEMBL710106,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method,B,,,BAO_0000190,BAO_0000249,cell membrane format,OC[C@H]1NC[C@@H](O)[C@@H]1O,,,CHEMBL1128713,J Med Chem,1995,"{'bei': '31.99', 'le': '0.65', 'lle': '6.59', 'sei': '5.86'}",CHEMBL80254,,CHEMBL80254,4.26,0,http://www.openphacts.org/units/Nanomolar,137441,=,1,1,=,,IC50,nM,,55000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,55.0
,,443763,[],CHEMBL710107,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,,,CHEMBL1128713,J Med Chem,1995,,CHEMBL310229,,CHEMBL310229,,0,http://www.openphacts.org/units/Nanomolar,137445,<,1,1,<,,IC50,nM,,50000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,50.0
,,447896,[],CHEMBL710107,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CO,,,CHEMBL1128713,J Med Chem,1995,,CHEMBL310231,,CHEMBL310231,,0,http://www.openphacts.org/units/Nanomolar,137444,<,1,1,<,,IC50,nM,,50000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,50.0
,,450504,[],CHEMBL710107,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,B,,,BAO_0000190,BAO_0000249,cell membrane format,OC[C@H]1N[C@H](CO)[C@@H](O)[C@@H]1O,,,CHEMBL1128713,J Med Chem,1995,,CHEMBL312653,,CHEMBL312653,,0,http://www.openphacts.org/units/Nanomolar,137440,<,1,1,<,,IC50,nM,,50000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,50.0
,,451707,[],CHEMBL710107,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,,CHEMBL1128713,J Med Chem,1995,"{'bei': '25.89', 'le': '0.52', 'lle': '7.13', 'sei': '6.75'}",CHEMBL1029,MIGLUSTAT,CHEMBL1029,5.68,0,http://www.openphacts.org/units/Nanomolar,137438,=,1,1,=,,IC50,nM,,2100.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,2.1
,,455757,[],CHEMBL710107,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,,,CHEMBL1128713,J Med Chem,1995,"{'bei': '39.06', 'le': '0.79', 'lle': '9.54', 'sei': '8.22'}",CHEMBL75971,,CHEMBL75971,6.92,0,http://www.openphacts.org/units/Nanomolar,137437,=,1,1,=,,IC50,nM,,120.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,0.12
,,463400,[],CHEMBL710107,Inhibition of Glycosidases (maltase) in rat intestinal brush border membranes by D-glucose oxidase-peroxidase method maltase,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1C[C@@H](O)[C@H](O)[C@H]1CO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1128713,J Med Chem,1995,,CHEMBL80148,,CHEMBL80148,,0,http://www.openphacts.org/units/Nanomolar,137439,=,1,1,=,,IC50,nM,,500000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,500.0
,,854643,[],CHEMBL646887,Inhibition of yeast alpha-glucosidase by genistein,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL1146770,Bioorg Med Chem Lett,2004,"{'bei': '18.44', 'le': '0.34', 'lle': '2.40', 'sei': '5.48'}",CHEMBL44,GENISTEIN,CHEMBL44,4.98,0,http://www.openphacts.org/units/Nanomolar,186260,=,1,1,=,,IC50,nM,,10400.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,10.4
,,854644,[],CHEMBL646886,Inhibition of yeast alpha-glucosidase after addition of D-glucose,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL1146770,Bioorg Med Chem Lett,2004,"{'bei': '20.66', 'le': '0.38', 'lle': '3.00', 'sei': '6.14'}",CHEMBL44,GENISTEIN,CHEMBL44,5.58,0,http://www.openphacts.org/units/Nanomolar,186260,=,1,1,=,,IC50,nM,,2610.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,uM,UO_0000065,,2.61
,,987402,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCNC1C=C(CO)C(O)C(O)C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,"{'bei': '16.60', 'le': '0.33', 'lle': '4.45', 'sei': '5.13'}",CHEMBL422734,,CHEMBL422734,4.77,0,http://www.openphacts.org/units/Nanomolar,342254,=,1,1,=,,IC50,nM,,17000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.000017
,Not Determined,989767,[],CHEMBL646885,Compound was tested for inhibitory activity against alpha-glucosidase; Not tested,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,,CHEMBL176679,,CHEMBL176679,,0,http://www.openphacts.org/units/Nanomolar,342250,,1,0,,,IC50,nM,,,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,
,,995773,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,"{'bei': '22.83', 'le': '0.46', 'lle': '6.67', 'sei': '3.74'}",CHEMBL1230806,VALIENAMINE,CHEMBL1230806,4.00,0,http://www.openphacts.org/units/Nanomolar,342247,=,1,1,=,,IC50,nM,,100000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0001
,Not Determined,998217,[],CHEMBL646885,Compound was tested for inhibitory activity against alpha-glucosidase; Not tested,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CNC1C=C(CO)C(O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCC,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,,CHEMBL369361,,CHEMBL369361,,0,http://www.openphacts.org/units/Nanomolar,342245,,1,0,,,IC50,nM,,,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,
,,1000585,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCNC1C=C(CO)C(O)C(O)C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,,CHEMBL367666,,CHEMBL367666,,0,http://www.openphacts.org/units/Nanomolar,342251,<,1,1,<,,IC50,nM,,100000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0001
,,1003052,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,,CHEMBL426933,,CHEMBL426933,,0,http://www.openphacts.org/units/Nanomolar,342248,<,1,1,<,,IC50,nM,,100000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0001
,,1003055,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,OC1C(O)C(O)C2OC2C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,,CHEMBL174067,,CHEMBL174067,,0,http://www.openphacts.org/units/Nanomolar,342246,<,1,1,<,,IC50,nM,,100000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0001
,Not Determined,1015793,[],CHEMBL646885,Compound was tested for inhibitory activity against alpha-glucosidase; Not tested,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCCCNC1C=C(CO)C(O)C(O)C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,,CHEMBL170431,,CHEMBL170431,,0,http://www.openphacts.org/units/Nanomolar,342249,,1,0,,,IC50,nM,,,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,
,,1019746,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12.C[C@]12CC[C@H]3[C@@H](CCC4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,"{'bei': '6.89', 'le': None, 'lle': None, 'sei': None}",CHEMBL1744444,(BETA)-VALIENAMINE,CHEMBL1744444,4.00,0,http://www.openphacts.org/units/Nanomolar,342253,=,1,1,=,,IC50,nM,,100000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0001
,,1019749,[],CHEMBL646884,Compound was tested for inhibitory activity against alpha-glucosidase.,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCNC1C=C(CO)C(O)C(O)C1O,,,CHEMBL1149959,Bioorg Med Chem Lett,1996,"{'bei': '16.58', 'le': '0.33', 'lle': '4.76', 'sei': '4.63'}",CHEMBL354193,,CHEMBL354193,4.30,0,http://www.openphacts.org/units/Nanomolar,342252,=,1,1,=,,IC50,nM,,50000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.00005
,,1266263,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@]1(O)C[C@H](NC[C@H](O)c2ccccc2)[C@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '26.29', 'le': '0.51', 'lle': '10.35', 'sei': '6.17'}",CHEMBL2374254,,CHEMBL2374254,8.24,0,http://www.openphacts.org/units/Nanomolar,5068,=,1,1,=,,IC50,nM,,5.8,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,5.8E-9
,,1266265,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '16.39', 'le': '0.33', 'lle': '9.05', 'sei': '3.62'}",CHEMBL2051980,,CHEMBL2051980,5.50,0,http://www.openphacts.org/units/Nanomolar,5075,=,1,1,=,,IC50,nM,,3200.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0000032
,,1267725,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@H](N)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '22.45', 'le': '0.45', 'lle': '11.94', 'sei': '4.20'}",CHEMBL2051761,,CHEMBL2051761,7.55,0,http://www.openphacts.org/units/Nanomolar,5071,=,1,1,=,,IC50,nM,,28.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,2.8E-8
,,1267727,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '21.21', 'le': '0.42', 'lle': '11.50', 'sei': '4.12'}",CHEMBL2051982,,CHEMBL2051982,7.16,0,http://www.openphacts.org/units/Nanomolar,5078,=,1,1,=,,IC50,nM,,70.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,7E-8
,,1267797,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@H](N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '14.26', 'le': '0.28', 'lle': '6.58', 'sei': '3.35'}",CHEMBL2374252,,CHEMBL2374252,4.47,0,http://www.openphacts.org/units/Nanomolar,5084,=,1,1,=,,IC50,nM,,34000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.000034
,,1267799,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@]1(O)C[C@H](NCC2CCCCC2)[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '22.88', 'le': '0.45', 'lle': '7.89', 'sei': '5.85'}",CHEMBL3349433,,CHEMBL3349433,6.62,0,http://www.openphacts.org/units/Nanomolar,5085,=,1,1,=,,IC50,nM,,240.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,2.4E-7
,,1267806,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1123195,J Med Chem,1986,,CHEMBL1230806,VALIENAMINE,CHEMBL1230806,,0,http://www.openphacts.org/units/Nanomolar,5088,=,1,1,=,,IC50,nM,,340000.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.00034
,,1269189,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@]1(O)C[C@H](N[C@@H]2CCCC[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '28.20', 'le': '0.56', 'lle': '10.75', 'sei': '6.16'}",CHEMBL3349432,,CHEMBL3349432,8.21,0,http://www.openphacts.org/units/Nanomolar,5083,=,1,1,=,,IC50,nM,,6.1,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,6.1E-9
,,1271881,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OCN(CO)[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '30.89', 'le': '0.63', 'lle': '12.05', 'sei': '5.40'}",CHEMBL3349431,,CHEMBL3349431,7.82,0,http://www.openphacts.org/units/Nanomolar,5082,=,1,1,=,,IC50,nM,,15.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,1.5E-8
,,1275778,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@]1(O)C[C@H](N[C@H]2CCCC[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '19.89', 'le': '0.40', 'lle': '8.34', 'sei': '4.34'}",CHEMBL3349439,,CHEMBL3349439,5.80,0,http://www.openphacts.org/units/Nanomolar,5100,=,1,1,=,,IC50,nM,,1600.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0000016
,,1277109,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@@]1(O)C[C@H](NCc2ccc(Br)cc2)[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '18.33', 'le': '0.43', 'lle': '7.52', 'sei': '5.87'}",CHEMBL3349435,,CHEMBL3349435,6.64,0,http://www.openphacts.org/units/Nanomolar,5098,=,1,1,=,,IC50,nM,,230.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,2.3E-7
,,1277111,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@H]1O[C@H](C)[C@@H](N[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '23.52', 'le': '0.47', 'lle': '12.67', 'sei': '4.83'}",CHEMBL2051983,,CHEMBL2051983,8.31,0,http://www.openphacts.org/units/Nanomolar,5091,=,1,1,=,,IC50,nM,,4.9,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,4.9E-9
,,1279599,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,OCC(CO)N[C@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '24.91', 'le': '0.50', 'lle': '9.87', 'sei': '4.69'}",CHEMBL3349440,,CHEMBL3349440,6.26,0,http://www.openphacts.org/units/Nanomolar,5092,=,1,1,=,,IC50,nM,,550.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,5.5E-7
,,1280849,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '29.28', 'le': '0.59', 'lle': '9.14', 'sei': '4.45'}",CHEMBL222396,VALIOLAMINE,CHEMBL222396,5.66,0,http://www.openphacts.org/units/Nanomolar,5080,=,1,1,=,,IC50,nM,,2200.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,0.0000022
,,1282079,[],CHEMBL710105,Inhibitory activity against porcine maltase,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1C[C@H](O)[C@H](O)[C@@H](O)[C@H]1N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,,,CHEMBL1123195,J Med Chem,1986,"{'bei': '21.25', 'le': '0.43', 'lle': '11.52', 'sei': '4.12'}",CHEMBL2051762,,CHEMBL2051762,7.17,0,http://www.openphacts.org/units/Nanomolar,5069,=,1,1,=,,IC50,nM,,68.0,CHEMBL2074,Homo sapiens,Maltase-glucoamylase,9606,,,IC50,M,UO_0000065,,6.8E-8
